location,abbreviation,epiyear,epiweek,weighted_ili_now
HHS03,HHS03,2012,23,0.886676
HHS04,HHS04,2012,23,1.45638
HHS05,HHS05,2012,23,0.674297
HHS06,HHS06,2012,23,1.84029
HHS07,HHS07,2012,23,0.263086
HHS08,HHS08,2012,23,0.610362
HHS09,HHS09,2012,23,1.80793
HHS10,HHS10,2012,23,0.6854
US,US,2012,23,1.13436
01,AL,2012,24,4.41303
02,AK,2012,24,0.651559
04,AZ,2012,24,0.701291
05,AR,2012,24,0.479636
06,CA,2012,24,1.81726
08,CO,2012,24,0.367897
09,CT,2012,24,0.2308
10,DE,2012,24,0.0949032
11,DC,2012,24,3.34936
12,FL,2012,24,2.30528
13,GA,2012,24,1.15595
15,HI,2012,24,2.25521
16,ID,2012,24,1.41561
17,IL,2012,24,1.26091
18,IN,2012,24,0.522747
19,IA,2012,24,0
20,KS,2012,24,0.075996
21,KY,2012,24,0.0219322
22,LA,2012,24,1.26702
23,ME,2012,24,0.405575
24,MD,2012,24,2.08012
25,MA,2012,24,0.690605
26,MI,2012,24,0.612253
27,MN,2012,24,0.775275
28,MS,2012,24,3.08207
29,MO,2012,24,0
30,MT,2012,24,0
31,NE,2012,24,1.28779
32,NV,2012,24,0.787344
33,NH,2012,24,0.0621462
34,NJ,2012,24,0.0850074
35,NM,2012,24,1.41364
36,NY,2012,24,1.08289
37,NC,2012,24,0.762537
38,ND,2012,24,0.0683663
39,OH,2012,24,0.264066
40,OK,2012,24,1.23317
41,OR,2012,24,0.360878
42,PA,2012,24,0.600068
44,RI,2012,24,0
45,SC,2012,24,0.0680097
46,SD,2012,24,0.386022
47,TN,2012,24,0.368591
48,TX,2012,24,2.01666
49,UT,2012,24,1.51836
50,VT,2012,24,1.79019
51,VA,2012,24,0.932147
53,WA,2012,24,0.40632
54,WV,2012,24,0.144223
55,WI,2012,24,0.124242
56,WY,2012,24,0.287869
HHS01,HHS01,2012,24,0.488738
HHS02,HHS02,2012,24,0.672671
HHS03,HHS03,2012,24,0.987539
HHS04,HHS04,2012,24,1.55199
HHS05,HHS05,2012,24,0.647339
HHS06,HHS06,2012,24,1.70261
HHS07,HHS07,2012,24,0.105057
HHS08,HHS08,2012,24,0.595057
HHS09,HHS09,2012,24,1.62193
HHS10,HHS10,2012,24,0.529609
US,US,2012,24,1.10499
01,AL,2012,25,3.72025
02,AK,2012,25,0.554679
04,AZ,2012,25,0.842491
05,AR,2012,25,0.366737
06,CA,2012,25,1.68875
08,CO,2012,25,0.372405
09,CT,2012,25,0.430258
10,DE,2012,25,0.0551057
11,DC,2012,25,3.56573
12,FL,2012,25,2.44132
13,GA,2012,25,1.22106
15,HI,2012,25,1.82532
16,ID,2012,25,1.07045
17,IL,2012,25,1.01718
18,IN,2012,25,0.559483
19,IA,2012,25,0
20,KS,2012,25,0.0475404
21,KY,2012,25,0.00681182
22,LA,2012,25,1.51801
23,ME,2012,25,0.219959
24,MD,2012,25,3.85475
25,MA,2012,25,0.688881
26,MI,2012,25,0.514733
27,MN,2012,25,0.684852
28,MS,2012,25,2.87244
29,MO,2012,25,0
30,MT,2012,25,0
31,NE,2012,25,0.842754
32,NV,2012,25,0.608619
33,NH,2012,25,0.0740676
34,NJ,2012,25,0.0548525
35,NM,2012,25,1.71967
36,NY,2012,25,1.05698
37,NC,2012,25,0.785011
38,ND,2012,25,0.14549
39,OH,2012,25,0.130158
40,OK,2012,25,0.764325
41,OR,2012,25,0.368471
42,PA,2012,25,0.545386
44,RI,2012,25,0
45,SC,2012,25,0.387899
46,SD,2012,25,0.212081
47,TN,2012,25,0.157103
48,TX,2012,25,1.97767
49,UT,2012,25,1.38814
50,VT,2012,25,1.53649
51,VA,2012,25,0.963551
53,WA,2012,25,0.346266
54,WV,2012,25,0.116044
55,WI,2012,25,0.132361
56,WY,2012,25,0.243818
HHS01,HHS01,2012,25,0.508405
HHS02,HHS02,2012,25,0.567632
HHS03,HHS03,2012,25,1.31757
HHS04,HHS04,2012,25,1.54449
HHS05,HHS05,2012,25,0.534606
HHS06,HHS06,2012,25,1.66875
HHS07,HHS07,2012,25,0
HHS08,HHS08,2012,25,0.552764
HHS09,HHS09,2012,25,1.51811
HHS10,HHS10,2012,25,0.452887
US,US,2012,25,1.07811
01,AL,2012,26,1.30221
02,AK,2012,26,0.442234
04,AZ,2012,26,0.658706
05,AR,2012,26,0.143414
06,CA,2012,26,1.70759
08,CO,2012,26,0.342965
09,CT,2012,26,0.230286
10,DE,2012,26,0.126873
11,DC,2012,26,2.6163
12,FL,2012,26,2.0788
13,GA,2012,26,0.954921
15,HI,2012,26,1.52943
16,ID,2012,26,0.921096
17,IL,2012,26,1.09739
18,IN,2012,26,0.39143
19,IA,2012,26,0
20,KS,2012,26,0.0296823
21,KY,2012,26,0
22,LA,2012,26,1.08144
23,ME,2012,26,0.369758
24,MD,2012,26,4.65185
25,MA,2012,26,0.693974
26,MI,2012,26,0.526304
27,MN,2012,26,0.501398
28,MS,2012,26,1.86311
29,MO,2012,26,0
30,MT,2012,26,0
31,NE,2012,26,0.306647
32,NV,2012,26,0.503877
33,NH,2012,26,0.0205245
34,NJ,2012,26,0.0585499
35,NM,2012,26,1.04288
36,NY,2012,26,1.05704
37,NC,2012,26,0.753869
38,ND,2012,26,0.304517
39,OH,2012,26,0.00938027
40,OK,2012,26,0.668128
41,OR,2012,26,0.61167
42,PA,2012,26,0.704746
44,RI,2012,26,0
45,SC,2012,26,0.135091
46,SD,2012,26,0.136068
47,TN,2012,26,0.351934
48,TX,2012,26,1.75801
49,UT,2012,26,1.19139
50,VT,2012,26,1.38271
51,VA,2012,26,0.874093
53,WA,2012,26,0.128099
54,WV,2012,26,0.17358
55,WI,2012,26,0.291897
56,WY,2012,26,0.0772742
HHS01,HHS01,2012,26,0.466296
HHS02,HHS02,2012,26,0.454045
HHS03,HHS03,2012,26,1.5023
HHS04,HHS04,2012,26,1.14674
HHS05,HHS05,2012,26,0.507438
HHS06,HHS06,2012,26,1.41076
HHS07,HHS07,2012,26,0
HHS08,HHS08,2012,26,0.493462
HHS09,HHS09,2012,26,1.49384
HHS10,HHS10,2012,26,0.386705
US,US,2012,26,0.958585
01,AL,2012,27,3.16035
02,AK,2012,27,0.247106
04,AZ,2012,27,0.617437
05,AR,2012,27,0.243445
06,CA,2012,27,1.713
08,CO,2012,27,0.26242
09,CT,2012,27,0.374013
10,DE,2012,27,0
11,DC,2012,27,3.48279
12,FL,2012,27,1.59553
13,GA,2012,27,0.846369
15,HI,2012,27,1.38259
16,ID,2012,27,0.779147
17,IL,2012,27,1.14964
18,IN,2012,27,0.426615
19,IA,2012,27,0
20,KS,2012,27,0.0711167
21,KY,2012,27,0
22,LA,2012,27,1.0728
23,ME,2012,27,0.461328
24,MD,2012,27,3.53057
25,MA,2012,27,0.755128
26,MI,2012,27,0.377195
27,MN,2012,27,0.581997
28,MS,2012,27,2.67809
29,MO,2012,27,0
30,MT,2012,27,0.0288356
31,NE,2012,27,0.251939
32,NV,2012,27,0.457974
33,NH,2012,27,0.0435732
34,NJ,2012,27,0
35,NM,2012,27,1.58514
36,NY,2012,27,0.967579
37,NC,2012,27,0.616484
38,ND,2012,27,0.0170537
39,OH,2012,27,0.0802293
40,OK,2012,27,0.553317
41,OR,2012,27,0.525809
42,PA,2012,27,0.549277
44,RI,2012,27,0
45,SC,2012,27,0.11684
46,SD,2012,27,0.24646
47,TN,2012,27,0.315661
48,TX,2012,27,1.99329
49,UT,2012,27,1.1309
50,VT,2012,27,1.27
51,VA,2012,27,0.814227
53,WA,2012,27,0.162132
54,WV,2012,27,0.0592999
55,WI,2012,27,0.126139
56,WY,2012,27,0.273579
HHS01,HHS01,2012,27,0.536159
HHS02,HHS02,2012,27,0.451153
HHS03,HHS03,2012,27,1.20849
HHS04,HHS04,2012,27,1.13814
HHS05,HHS05,2012,27,0.50216
HHS06,HHS06,2012,27,1.58924
HHS07,HHS07,2012,27,0
HHS08,HHS08,2012,27,0.446815
HHS09,HHS09,2012,27,1.48575
HHS10,HHS10,2012,27,0.350768
US,US,2012,27,0.948882
01,AL,2012,28,3.11603
02,AK,2012,28,0.391574
04,AZ,2012,28,0.50418
05,AR,2012,28,0.157721
06,CA,2012,28,1.73485
08,CO,2012,28,0.29704
09,CT,2012,28,0.416679
10,DE,2012,28,0
11,DC,2012,28,3.2587
12,FL,2012,28,1.64673
13,GA,2012,28,0.977957
15,HI,2012,28,1.37278
16,ID,2012,28,0.742889
17,IL,2012,28,1.27713
18,IN,2012,28,0.336852
19,IA,2012,28,0.00100897
20,KS,2012,28,0.148325
21,KY,2012,28,0
22,LA,2012,28,1.217
23,ME,2012,28,0.480976
24,MD,2012,28,4.99271
25,MA,2012,28,0.743824
26,MI,2012,28,0.619129
27,MN,2012,28,0.797302
28,MS,2012,28,2.19394
29,MO,2012,28,0
30,MT,2012,28,0.00914258
31,NE,2012,28,0.482603
32,NV,2012,28,0.384186
33,NH,2012,28,0.0453831
34,NJ,2012,28,0.182576
35,NM,2012,28,1.32171
36,NY,2012,28,0.9795
37,NC,2012,28,0.742447
38,ND,2012,28,0.0834566
39,OH,2012,28,0.0760823
40,OK,2012,28,0.748836
41,OR,2012,28,0.431586
42,PA,2012,28,0.453886
44,RI,2012,28,0
45,SC,2012,28,0.212501
46,SD,2012,28,0.179404
47,TN,2012,28,0.328776
48,TX,2012,28,1.74291
49,UT,2012,28,0.983883
50,VT,2012,28,1.1567
51,VA,2012,28,0.821146
53,WA,2012,28,0.270482
54,WV,2012,28,0.129252
55,WI,2012,28,0.248963
56,WY,2012,28,0.149736
HHS01,HHS01,2012,28,0.538577
HHS02,HHS02,2012,28,0.510789
HHS03,HHS03,2012,28,1.45352
HHS04,HHS04,2012,28,1.17776
HHS05,HHS05,2012,28,0.603418
HHS06,HHS06,2012,28,1.44079
HHS07,HHS07,2012,28,0.0693315
HHS08,HHS08,2012,28,0.416219
HHS09,HHS09,2012,28,1.48318
HHS10,HHS10,2012,28,0.38298
US,US,2012,28,0.988265
01,AL,2012,29,2.55545
02,AK,2012,29,0.321579
04,AZ,2012,29,0.452079
05,AR,2012,29,0.142869
06,CA,2012,29,1.69966
08,CO,2012,29,0.301996
09,CT,2012,29,0.405701
10,DE,2012,29,0
11,DC,2012,29,3.08551
12,FL,2012,29,1.31856
13,GA,2012,29,0.907373
15,HI,2012,29,0.99511
16,ID,2012,29,0.636059
17,IL,2012,29,1.15108
18,IN,2012,29,0.430465
19,IA,2012,29,0.0243945
20,KS,2012,29,0.105425
21,KY,2012,29,0
22,LA,2012,29,1.2695
23,ME,2012,29,0.429968
24,MD,2012,29,5.84002
25,MA,2012,29,0.712235
26,MI,2012,29,0.581514
27,MN,2012,29,0.684837
28,MS,2012,29,2.14299
29,MO,2012,29,0.0514246
30,MT,2012,29,0
31,NE,2012,29,0.307647
32,NV,2012,29,0.191376
33,NH,2012,29,0.0116504
34,NJ,2012,29,0.0943483
35,NM,2012,29,1.35047
36,NY,2012,29,0.922084
37,NC,2012,29,0.702148
38,ND,2012,29,0.0316564
39,OH,2012,29,0.0570392
40,OK,2012,29,0.774956
41,OR,2012,29,0.439002
42,PA,2012,29,0.514147
44,RI,2012,29,0
45,SC,2012,29,0.311801
46,SD,2012,29,0.287315
47,TN,2012,29,0.171729
48,TX,2012,29,1.57679
49,UT,2012,29,1.02015
50,VT,2012,29,1.08822
51,VA,2012,29,0.698417
53,WA,2012,29,0.18167
54,WV,2012,29,0.134642
55,WI,2012,29,0.269268
56,WY,2012,29,0.108197
HHS01,HHS01,2012,29,0.508329
HHS02,HHS02,2012,29,0.477646
HHS03,HHS03,2012,29,1.60694
HHS04,HHS04,2012,29,1.00328
HHS05,HHS05,2012,29,0.56315
HHS06,HHS06,2012,29,1.34119
HHS07,HHS07,2012,29,0.0907744
HHS08,HHS08,2012,29,0.427879
HHS09,HHS09,2012,29,1.42703
HHS10,HHS10,2012,29,0.321736
US,US,2012,29,0.93517
01,AL,2012,30,2.92108
02,AK,2012,30,0.334488
04,AZ,2012,30,0.50689
05,AR,2012,30,0.102796
06,CA,2012,30,1.60709
08,CO,2012,30,0.335763
09,CT,2012,30,0.402846
10,DE,2012,30,0.020865
11,DC,2012,30,3.17158
12,FL,2012,30,1.27592
13,GA,2012,30,0.912626
15,HI,2012,30,1.16319
16,ID,2012,30,0.63733
17,IL,2012,30,1.15634
18,IN,2012,30,0.350396
19,IA,2012,30,0
20,KS,2012,30,0.0165577
21,KY,2012,30,0
22,LA,2012,30,1.15526
23,ME,2012,30,0.4357
24,MD,2012,30,5.69075
25,MA,2012,30,0.722258
26,MI,2012,30,0.502209
27,MN,2012,30,0.521684
28,MS,2012,30,2.05848
29,MO,2012,30,0.122297
30,MT,2012,30,0
31,NE,2012,30,0.347026
32,NV,2012,30,0.390798
33,NH,2012,30,0.0326202
34,NJ,2012,30,0.0355541
35,NM,2012,30,1.82438
36,NY,2012,30,0.9111
37,NC,2012,30,0.745449
38,ND,2012,30,0
39,OH,2012,30,0.0382887
40,OK,2012,30,0.32095
41,OR,2012,30,0.347055
42,PA,2012,30,0.596295
44,RI,2012,30,0
45,SC,2012,30,0.204318
46,SD,2012,30,0.446184
47,TN,2012,30,0.11240700000000001
48,TX,2012,30,1.52035
49,UT,2012,30,0.910937
50,VT,2012,30,1.17444
51,VA,2012,30,0.736411
53,WA,2012,30,0.262268
54,WV,2012,30,0.0980098
55,WI,2012,30,0.227654
56,WY,2012,30,0.0728709
HHS01,HHS01,2012,30,0.514217
HHS02,HHS02,2012,30,0.410329
HHS03,HHS03,2012,30,1.62358
HHS04,HHS04,2012,30,1.00766
HHS05,HHS05,2012,30,0.513779
HHS06,HHS06,2012,30,1.26877
HHS07,HHS07,2012,30,0.101294
HHS08,HHS08,2012,30,0.421397
HHS09,HHS09,2012,30,1.37817
HHS10,HHS10,2012,30,0.337389
US,US,2012,30,0.90783
01,AL,2012,31,2.97327
02,AK,2012,31,0.311182
04,AZ,2012,31,0.579789
05,AR,2012,31,0.285066
06,CA,2012,31,1.55526
08,CO,2012,31,0.362123
09,CT,2012,31,0.45441
10,DE,2012,31,0.0198896
11,DC,2012,31,3.03895
12,FL,2012,31,1.25577
13,GA,2012,31,1.00231
15,HI,2012,31,1.46857
16,ID,2012,31,0.659086
17,IL,2012,31,1.31346
18,IN,2012,31,0.523613
19,IA,2012,31,0.00627885
20,KS,2012,31,0.129491
21,KY,2012,31,0
22,LA,2012,31,1.03662
23,ME,2012,31,0.475155
24,MD,2012,31,5.02586
25,MA,2012,31,0.685418
26,MI,2012,31,0.548508
27,MN,2012,31,0.623316
28,MS,2012,31,2.51965
29,MO,2012,31,0
30,MT,2012,31,0.0391296
31,NE,2012,31,0.442489
32,NV,2012,31,0.24613
33,NH,2012,31,0.022008
34,NJ,2012,31,0.211029
35,NM,2012,31,1.49822
36,NY,2012,31,0.823694
37,NC,2012,31,0.848294
38,ND,2012,31,0.0480601
39,OH,2012,31,0.177544
40,OK,2012,31,0.40649
41,OR,2012,31,0.331587
42,PA,2012,31,0.750241
44,RI,2012,31,0
45,SC,2012,31,0.146894
46,SD,2012,31,0.276037
47,TN,2012,31,0.200755
48,TX,2012,31,1.45136
49,UT,2012,31,0.983115
50,VT,2012,31,1.19445
51,VA,2012,31,0.667366
53,WA,2012,31,0.234475
54,WV,2012,31,0.202048
55,WI,2012,31,0.188871
56,WY,2012,31,0.0320787
HHS01,HHS01,2012,31,0.517345
HHS02,HHS02,2012,31,0.551087
HHS03,HHS03,2012,31,1.54569
HHS04,HHS04,2012,31,1.0647200000000001
HHS05,HHS05,2012,31,0.620528
HHS06,HHS06,2012,31,1.21431
HHS07,HHS07,2012,31,0.0830938
HHS08,HHS08,2012,31,0.44792
HHS09,HHS09,2012,31,1.34799
HHS10,HHS10,2012,31,0.319576
US,US,2012,31,0.930435
01,AL,2012,32,2.94717
02,AK,2012,32,0.301899
04,AZ,2012,32,0.931669
05,AR,2012,32,0.560596
06,CA,2012,32,1.56399
08,CO,2012,32,0.293687
09,CT,2012,32,0.220399
10,DE,2012,32,0.0339731
11,DC,2012,32,3.24279
12,FL,2012,32,1.13774
13,GA,2012,32,0.942152
15,HI,2012,32,1.64557
16,ID,2012,32,0.622566
17,IL,2012,32,1.4374
18,IN,2012,32,0.686308
19,IA,2012,32,0
20,KS,2012,32,0.135555
21,KY,2012,32,0.0447372
22,LA,2012,32,1.14108
23,ME,2012,32,0.522966
24,MD,2012,32,4.9368
25,MA,2012,32,0.67147
26,MI,2012,32,0.559949
27,MN,2012,32,0.666119
28,MS,2012,32,2.9177
29,MO,2012,32,0
30,MT,2012,32,0
31,NE,2012,32,0.700481
32,NV,2012,32,0.401253
33,NH,2012,32,0.0355964
34,NJ,2012,32,0.155604
35,NM,2012,32,1.52103
36,NY,2012,32,0.834217
37,NC,2012,32,0.354786
38,ND,2012,32,0.179382
39,OH,2012,32,0.0897404
40,OK,2012,32,0.145621
41,OR,2012,32,0.321834
42,PA,2012,32,0.536422
44,RI,2012,32,0
45,SC,2012,32,0.274041
46,SD,2012,32,0.468504
47,TN,2012,32,0.103112
48,TX,2012,32,1.37434
49,UT,2012,32,0.89224
50,VT,2012,32,1.1386
51,VA,2012,32,0.7045
53,WA,2012,32,0.0868776
54,WV,2012,32,0.255229
55,WI,2012,32,0.329249
56,WY,2012,32,0
HHS01,HHS01,2012,32,0.457035
HHS02,HHS02,2012,32,0.465244
HHS03,HHS03,2012,32,1.4552
HHS04,HHS04,2012,32,0.962009
HHS05,HHS05,2012,32,0.674093
HHS06,HHS06,2012,32,1.17287
HHS07,HHS07,2012,32,0.0953408
HHS08,HHS08,2012,32,0.408363
HHS09,HHS09,2012,32,1.41577
HHS10,HHS10,2012,32,0.234351
US,US,2012,32,0.900652
01,AL,2012,33,2.82456
02,AK,2012,33,0.251553
04,AZ,2012,33,1.07461
05,AR,2012,33,0.382167
06,CA,2012,33,1.60159
08,CO,2012,33,0.297216
09,CT,2012,33,0.34627
10,DE,2012,33,0
11,DC,2012,33,3.33027
12,FL,2012,33,1.00634
13,GA,2012,33,1.12896
15,HI,2012,33,1.72245
16,ID,2012,33,0.606867
17,IL,2012,33,1.36025
18,IN,2012,33,0.315204
19,IA,2012,33,0
20,KS,2012,33,0.108702
21,KY,2012,33,0
22,LA,2012,33,1.42313
23,ME,2012,33,0.480145
24,MD,2012,33,5.33383
25,MA,2012,33,0.655345
26,MI,2012,33,0.464652
27,MN,2012,33,0.598649
28,MS,2012,33,2.54586
29,MO,2012,33,0.0379053
30,MT,2012,33,0.0254453
31,NE,2012,33,0.861528
32,NV,2012,33,0.393595
33,NH,2012,33,0.0367888
34,NJ,2012,33,0.0990247
35,NM,2012,33,1.85054
36,NY,2012,33,0.738225
37,NC,2012,33,0.650766
38,ND,2012,33,0.203836
39,OH,2012,33,0.144814
40,OK,2012,33,0.157688
41,OR,2012,33,0.313401
42,PA,2012,33,0.53939
44,RI,2012,33,0
45,SC,2012,33,0.0625867
46,SD,2012,33,0.510671
47,TN,2012,33,0.0802671
48,TX,2012,33,1.38295
49,UT,2012,33,0.987076
50,VT,2012,33,1.23759
51,VA,2012,33,0.810081
53,WA,2012,33,0.278675
54,WV,2012,33,0.139453
55,WI,2012,33,0.390071
56,WY,2012,33,0.199891
HHS01,HHS01,2012,33,0.48265
HHS02,HHS02,2012,33,0.31907
HHS03,HHS03,2012,33,1.55454
HHS04,HHS04,2012,33,0.948091
HHS05,HHS05,2012,33,0.602278
HHS06,HHS06,2012,33,1.2171
HHS07,HHS07,2012,33,0.152435
HHS08,HHS08,2012,33,0.453585
HHS09,HHS09,2012,33,1.46604
HHS10,HHS10,2012,33,0.327628
US,US,2012,33,0.90457
01,AL,2012,34,3.65415
02,AK,2012,34,0.329637
04,AZ,2012,34,1.06319
05,AR,2012,34,0.613058
06,CA,2012,34,1.30282
08,CO,2012,34,0.384315
09,CT,2012,34,0.351745
10,DE,2012,34,0.0816469
11,DC,2012,34,3.2361
12,FL,2012,34,1.15877
13,GA,2012,34,1.24386
15,HI,2012,34,1.75767
16,ID,2012,34,0.483196
17,IL,2012,34,1.36272
18,IN,2012,34,0.600345
19,IA,2012,34,0
20,KS,2012,34,0.0834986
21,KY,2012,34,0.0840794
22,LA,2012,34,1.43178
23,ME,2012,34,0.413542
24,MD,2012,34,5.31559
25,MA,2012,34,0.65214
26,MI,2012,34,0.510199
27,MN,2012,34,0.541992
28,MS,2012,34,2.42888
29,MO,2012,34,0.0768506
30,MT,2012,34,0
31,NE,2012,34,0.69318
32,NV,2012,34,0.42942
33,NH,2012,34,0.0474745
34,NJ,2012,34,0.0893234
35,NM,2012,34,1.62358
36,NY,2012,34,0.87603
37,NC,2012,34,0.715303
38,ND,2012,34,0.157763
39,OH,2012,34,0.0756278
40,OK,2012,34,0.504877
41,OR,2012,34,0.276977
42,PA,2012,34,0.646269
44,RI,2012,34,0
45,SC,2012,34,0.151019
46,SD,2012,34,0.526038
47,TN,2012,34,0.507758
48,TX,2012,34,1.55869
49,UT,2012,34,1.16196
50,VT,2012,34,1.47931
51,VA,2012,34,0.767003
53,WA,2012,34,0.281739
54,WV,2012,34,0.281083
55,WI,2012,34,0.25362
56,WY,2012,34,0.169475
HHS01,HHS01,2012,34,0.482307
HHS02,HHS02,2012,34,0.37647
HHS03,HHS03,2012,34,1.59496
HHS04,HHS04,2012,34,1.13971
HHS05,HHS05,2012,34,0.611096
HHS06,HHS06,2012,34,1.37246
HHS07,HHS07,2012,34,0.133072
HHS08,HHS08,2012,34,0.531555
HHS09,HHS09,2012,34,1.23424
HHS10,HHS10,2012,34,0.307576
US,US,2012,34,0.937612
01,AL,2012,35,3.97184
02,AK,2012,35,0.356892
04,AZ,2012,35,1.21403
05,AR,2012,35,0.61837
06,CA,2012,35,1.65292
08,CO,2012,35,0.47119
09,CT,2012,35,0.390114
10,DE,2012,35,0.228477
11,DC,2012,35,3.53459
12,FL,2012,35,1.09933
13,GA,2012,35,1.51032
15,HI,2012,35,1.85178
16,ID,2012,35,0.659711
17,IL,2012,35,1.48695
18,IN,2012,35,0.73584
19,IA,2012,35,0.0582765
20,KS,2012,35,0.294926
21,KY,2012,35,0.183217
22,LA,2012,35,1.58286
23,ME,2012,35,0.395605
24,MD,2012,35,5.09758
25,MA,2012,35,0.674804
26,MI,2012,35,0.554902
27,MN,2012,35,0.592674
28,MS,2012,35,2.74865
29,MO,2012,35,0.184123
30,MT,2012,35,0.03557
31,NE,2012,35,1.3665
32,NV,2012,35,0.619628
33,NH,2012,35,0.0566017
34,NJ,2012,35,0.269057
35,NM,2012,35,1.91831
36,NY,2012,35,0.963041
37,NC,2012,35,0.601808
38,ND,2012,35,0.328119
39,OH,2012,35,0.148364
40,OK,2012,35,0.83955
41,OR,2012,35,0.404673
42,PA,2012,35,0.763895
44,RI,2012,35,0
45,SC,2012,35,0.224007
46,SD,2012,35,0.531385
47,TN,2012,35,0.455201
48,TX,2012,35,1.61049
49,UT,2012,35,1.06054
50,VT,2012,35,1.55306
51,VA,2012,35,0.797308
53,WA,2012,35,0.314569
54,WV,2012,35,0.30379
55,WI,2012,35,0.274132
56,WY,2012,35,0.0777382
HHS01,HHS01,2012,35,0.508438
HHS02,HHS02,2012,35,0.424964
HHS03,HHS03,2012,35,1.62283
HHS04,HHS04,2012,35,1.19346
HHS05,HHS05,2012,35,0.691112
HHS06,HHS06,2012,35,1.4731
HHS07,HHS07,2012,35,0.336673
HHS08,HHS08,2012,35,0.556938
HHS09,HHS09,2012,35,1.54129
HHS10,HHS10,2012,35,0.385968
US,US,2012,35,1.04316
01,AL,2012,36,4.41084
02,AK,2012,36,0.252197
04,AZ,2012,36,1.322
05,AR,2012,36,0.497286
06,CA,2012,36,2.02401
08,CO,2012,36,0.535835
09,CT,2012,36,0.318307
10,DE,2012,36,0.398196
11,DC,2012,36,3.16346
12,FL,2012,36,1.17453
13,GA,2012,36,1.53326
15,HI,2012,36,1.75199
16,ID,2012,36,0.680169
17,IL,2012,36,1.60096
18,IN,2012,36,0.53324
19,IA,2012,36,0.115872
20,KS,2012,36,0.214161
21,KY,2012,36,0.0187247
22,LA,2012,36,1.96006
23,ME,2012,36,0.323196
24,MD,2012,36,4.39751
25,MA,2012,36,0.600219
26,MI,2012,36,0.529833
27,MN,2012,36,0.449073
28,MS,2012,36,2.90056
29,MO,2012,36,0.192107
30,MT,2012,36,0.0591188
31,NE,2012,36,1.85107
32,NV,2012,36,0.844761
33,NH,2012,36,0.0643731
34,NJ,2012,36,0.43144
35,NM,2012,36,2.24742
36,NY,2012,36,0.782491
37,NC,2012,36,0.755185
38,ND,2012,36,0.186466
39,OH,2012,36,0.277851
40,OK,2012,36,1.0434
41,OR,2012,36,0.392932
42,PA,2012,36,0.606096
44,RI,2012,36,0
45,SC,2012,36,0.271987
46,SD,2012,36,0.528337
47,TN,2012,36,0.393939
48,TX,2012,36,1.47646
49,UT,2012,36,1.19559
50,VT,2012,36,1.30606
51,VA,2012,36,1.0413
53,WA,2012,36,0.27799
54,WV,2012,36,0.493873
55,WI,2012,36,0.205068
56,WY,2012,36,0.22428
HHS01,HHS01,2012,36,0.439037
HHS02,HHS02,2012,36,0.471514
HHS03,HHS03,2012,36,1.49502
HHS04,HHS04,2012,36,1.2715
HHS05,HHS05,2012,36,0.695769
HHS06,HHS06,2012,36,1.45824
HHS07,HHS07,2012,36,0.400678
HHS08,HHS08,2012,36,0.622157
HHS09,HHS09,2012,36,1.85544
HHS10,HHS10,2012,36,0.360001
US,US,2012,36,1.09879
01,AL,2012,37,4.88618
02,AK,2012,37,0.476434
04,AZ,2012,37,1.28113
05,AR,2012,37,0.447294
06,CA,2012,37,2.09298
08,CO,2012,37,0.510961
09,CT,2012,37,0.355871
10,DE,2012,37,0.28453
11,DC,2012,37,3.69538
12,FL,2012,37,1.3678
13,GA,2012,37,1.09057
15,HI,2012,37,1.58353
16,ID,2012,37,1.10777
17,IL,2012,37,1.68358
18,IN,2012,37,0.727602
19,IA,2012,37,0.213132
20,KS,2012,37,0.270925
21,KY,2012,37,0.0953443
22,LA,2012,37,1.88705
23,ME,2012,37,0.346972
24,MD,2012,37,5.28335
25,MA,2012,37,0.74551
26,MI,2012,37,0.611553
27,MN,2012,37,0.557929
28,MS,2012,37,2.51967
29,MO,2012,37,0.371864
30,MT,2012,37,0.0422639
31,NE,2012,37,2.568
32,NV,2012,37,0.816894
33,NH,2012,37,0.0920049
34,NJ,2012,37,0.649727
35,NM,2012,37,2.23041
36,NY,2012,37,0.826173
37,NC,2012,37,0.815173
38,ND,2012,37,0.245604
39,OH,2012,37,0.332897
40,OK,2012,37,1.30577
41,OR,2012,37,0.572009
42,PA,2012,37,0.69528
44,RI,2012,37,0.0498546
45,SC,2012,37,0.280519
46,SD,2012,37,0.671797
47,TN,2012,37,0.727142
48,TX,2012,37,1.81337
49,UT,2012,37,1.38865
50,VT,2012,37,1.48854
51,VA,2012,37,0.92765
53,WA,2012,37,0.372821
54,WV,2012,37,0.519371
55,WI,2012,37,0.231351
56,WY,2012,37,0.268052
HHS01,HHS01,2012,37,0.534389
HHS02,HHS02,2012,37,0.639949
HHS03,HHS03,2012,37,1.68286
HHS04,HHS04,2012,37,1.32954
HHS05,HHS05,2012,37,0.782569
HHS06,HHS06,2012,37,1.69113
HHS07,HHS07,2012,37,0.608058
HHS08,HHS08,2012,37,0.67506
HHS09,HHS09,2012,37,1.89744
HHS10,HHS10,2012,37,0.52779
US,US,2012,37,1.21629
01,AL,2012,38,4.79433
02,AK,2012,38,0.727705
04,AZ,2012,38,1.23584
05,AR,2012,38,0.474135
06,CA,2012,38,2.33006
08,CO,2012,38,0.509206
09,CT,2012,38,0.399963
10,DE,2012,38,0.124911
11,DC,2012,38,3.57062
