location,abbreviation,epiyear,epiweek,weighted_ili_now
51,VA,2016,18,2.17034
53,WA,2016,18,0.559067
54,WV,2016,18,1.93813
55,WI,2016,18,1.37754
56,WY,2016,18,0.577996
HHS01,HHS01,2016,18,1.06975
HHS02,HHS02,2016,18,1.83189
HHS03,HHS03,2016,18,2.08461
HHS04,HHS04,2016,18,1.49579
HHS05,HHS05,2016,18,1.2187
HHS06,HHS06,2016,18,2.2786
HHS07,HHS07,2016,18,0.875669
HHS08,HHS08,2016,18,0.876707
HHS09,HHS09,2016,18,1.5931
HHS10,HHS10,2016,18,0.707112
US,US,2016,18,1.55989
01,AL,2016,19,2.824
02,AK,2016,19,1.65265
04,AZ,2016,19,1.68493
05,AR,2016,19,2.23668
06,CA,2016,19,1.93779
08,CO,2016,19,0.653181
09,CT,2016,19,1.18298
10,DE,2016,19,0.281523
11,DC,2016,19,7.46015
12,FL,2016,19,1.33601
13,GA,2016,19,1.58604
15,HI,2016,19,2.15477
16,ID,2016,19,1.29732
17,IL,2016,19,1.44698
18,IN,2016,19,0.848332
19,IA,2016,19,0.192399
20,KS,2016,19,0.852525
21,KY,2016,19,0.373078
22,LA,2016,19,1.6376
23,ME,2016,19,0.995109
24,MD,2016,19,1.6027
25,MA,2016,19,0.950437
26,MI,2016,19,0.834902
27,MN,2016,19,1.17621
28,MS,2016,19,2.2286
29,MO,2016,19,1.05783
30,MT,2016,19,0.298116
31,NE,2016,19,0.398666
32,NV,2016,19,0.511283
33,NH,2016,19,0.358801
34,NJ,2016,19,1.69409
35,NM,2016,19,1.55609
36,NY,2016,19,1.28118
37,NC,2016,19,1.49374
38,ND,2016,19,0.449938
39,OH,2016,19,0.610202
40,OK,2016,19,1.20202
41,OR,2016,19,0.680821
42,PA,2016,19,1.65778
44,RI,2016,19,0.300893
45,SC,2016,19,0.473467
46,SD,2016,19,0.992587
47,TN,2016,19,1.94424
48,TX,2016,19,2.58586
49,UT,2016,19,1.40526
50,VT,2016,19,1.18849
51,VA,2016,19,1.84651
53,WA,2016,19,0.728238
54,WV,2016,19,1.13701
55,WI,2016,19,1.31429
56,WY,2016,19,0.608796
HHS01,HHS01,2016,19,0.92146
HHS02,HHS02,2016,19,1.63945
HHS03,HHS03,2016,19,1.74994
HHS04,HHS04,2016,19,1.48618
HHS05,HHS05,2016,19,1.0263
HHS06,HHS06,2016,19,2.26617
HHS07,HHS07,2016,19,0.733573
HHS08,HHS08,2016,19,0.823909
HHS09,HHS09,2016,19,1.82845
HHS10,HHS10,2016,19,0.834403
US,US,2016,19,1.49773
01,AL,2016,20,2.9679
02,AK,2016,20,1.28634
04,AZ,2016,20,1.73207
05,AR,2016,20,1.5049
06,CA,2016,20,1.5059
08,CO,2016,20,0.509825
09,CT,2016,20,1.17388
10,DE,2016,20,0.23821
11,DC,2016,20,6.43161
12,FL,2016,20,1.16406
13,GA,2016,20,1.54862
15,HI,2016,20,2.52116
16,ID,2016,20,0.927876
17,IL,2016,20,1.46408
18,IN,2016,20,0.63574
19,IA,2016,20,0.318941
20,KS,2016,20,0.616394
21,KY,2016,20,0.292602
22,LA,2016,20,1.67126
23,ME,2016,20,1.02933
24,MD,2016,20,1.56015
25,MA,2016,20,0.880161
26,MI,2016,20,0.865158
27,MN,2016,20,1.15705
28,MS,2016,20,2.146
29,MO,2016,20,0.983562
30,MT,2016,20,0.0900904
31,NE,2016,20,0.580427
32,NV,2016,20,0.406744
33,NH,2016,20,0.331359
34,NJ,2016,20,1.61386
35,NM,2016,20,1.31071
36,NY,2016,20,1.35219
37,NC,2016,20,1.54018
38,ND,2016,20,0.649822
39,OH,2016,20,0.529704
40,OK,2016,20,1.04303
41,OR,2016,20,0.460469
42,PA,2016,20,1.53249
44,RI,2016,20,0.202586
45,SC,2016,20,0.371037
46,SD,2016,20,0.861148
47,TN,2016,20,1.68116
48,TX,2016,20,2.3361
49,UT,2016,20,1.31421
50,VT,2016,20,1.0379
51,VA,2016,20,1.56532
53,WA,2016,20,0.511623
54,WV,2016,20,1.27555
55,WI,2016,20,1.12791
56,WY,2016,20,0.808648
HHS01,HHS01,2016,20,0.874068
HHS02,HHS02,2016,20,1.69023
HHS03,HHS03,2016,20,1.59734
HHS04,HHS04,2016,20,1.40031
HHS05,HHS05,2016,20,0.968949
HHS06,HHS06,2016,20,2.02256
HHS07,HHS07,2016,20,0.704847
HHS08,HHS08,2016,20,0.728573
HHS09,HHS09,2016,20,1.50275
HHS10,HHS10,2016,20,0.589816
US,US,2016,20,1.36902
01,AL,2016,21,2.45633
02,AK,2016,21,1.83467
04,AZ,2016,21,1.70726
05,AR,2016,21,1.65144
06,CA,2016,21,1.60713
08,CO,2016,21,0.534359
09,CT,2016,21,1.22118
10,DE,2016,21,0.102176
11,DC,2016,21,7.66617
12,FL,2016,21,0.816812
13,GA,2016,21,1.36408
15,HI,2016,21,2.69838
16,ID,2016,21,1.16237
17,IL,2016,21,1.3068
18,IN,2016,21,1.09165
19,IA,2016,21,0.0179134
20,KS,2016,21,0.53313
21,KY,2016,21,0.257095
22,LA,2016,21,1.77263
23,ME,2016,21,0.821579
24,MD,2016,21,1.39983
25,MA,2016,21,0.821706
26,MI,2016,21,0.589365
27,MN,2016,21,1.03383
28,MS,2016,21,1.95965
29,MO,2016,21,0.799816
30,MT,2016,21,0.164147
31,NE,2016,21,0.376943
32,NV,2016,21,0.320242
33,NH,2016,21,0.217555
34,NJ,2016,21,1.60757
35,NM,2016,21,1.43404
36,NY,2016,21,1.15601
37,NC,2016,21,1.27976
38,ND,2016,21,0.532987
39,OH,2016,21,0.535322
40,OK,2016,21,1.28857
41,OR,2016,21,0.0455935
42,PA,2016,21,1.54912
44,RI,2016,21,0.167644
45,SC,2016,21,0.457507
46,SD,2016,21,0.830952
47,TN,2016,21,1.49379
48,TX,2016,21,2.42085
49,UT,2016,21,1.14095
50,VT,2016,21,0.936711
51,VA,2016,21,1.55432
53,WA,2016,21,0.461413
54,WV,2016,21,0.948988
55,WI,2016,21,1.26064
56,WY,2016,21,0.212084
HHS01,HHS01,2016,21,0.822858
HHS02,HHS02,2016,21,1.50855
HHS03,HHS03,2016,21,1.57261
HHS04,HHS04,2016,21,1.15861
HHS05,HHS05,2016,21,0.938401
HHS06,HHS06,2016,21,2.1311
HHS07,HHS07,2016,21,0.513238
HHS08,HHS08,2016,21,0.662193
HHS09,HHS09,2016,21,1.5784
HHS10,HHS10,2016,21,0.499203
US,US,2016,21,1.30144
01,AL,2016,22,2.0488
02,AK,2016,22,1.08115
04,AZ,2016,22,1.22903
05,AR,2016,22,0.680953
06,CA,2016,22,1.65103
08,CO,2016,22,0.225983
09,CT,2016,22,1.14845
10,DE,2016,22,0
11,DC,2016,22,8.25818
12,FL,2016,22,0.607095
13,GA,2016,22,1.57383
15,HI,2016,22,2.06643
16,ID,2016,22,0.417764
17,IL,2016,22,1.24575
18,IN,2016,22,0.65841
19,IA,2016,22,0.200609
20,KS,2016,22,0.343504
21,KY,2016,22,0.140997
22,LA,2016,22,1.40819
23,ME,2016,22,0.608348
24,MD,2016,22,1.46257
25,MA,2016,22,0.726098
26,MI,2016,22,0.488125
27,MN,2016,22,0.771564
28,MS,2016,22,1.92421
29,MO,2016,22,0.34136
30,MT,2016,22,0
31,NE,2016,22,0.859483
32,NV,2016,22,0.32521
33,NH,2016,22,0.109698
34,NJ,2016,22,1.262
35,NM,2016,22,1.15961
36,NY,2016,22,0.990776
37,NC,2016,22,1.27342
38,ND,2016,22,0.283024
39,OH,2016,22,0.22782
40,OK,2016,22,0.0919121
41,OR,2016,22,0.162787
42,PA,2016,22,1.22685
44,RI,2016,22,0.02789
45,SC,2016,22,0.364551
46,SD,2016,22,0.807526
47,TN,2016,22,1.257
48,TX,2016,22,2.33652
49,UT,2016,22,0.924106
50,VT,2016,22,0.8436
51,VA,2016,22,1.43226
53,WA,2016,22,0.319446
54,WV,2016,22,0.88568
55,WI,2016,22,0.481771
56,WY,2016,22,0.134737
HHS01,HHS01,2016,22,0.718026
HHS02,HHS02,2016,22,1.41295
HHS03,HHS03,2016,22,1.41711
HHS04,HHS04,2016,22,1.05303
HHS05,HHS05,2016,22,0.667719
HHS06,HHS06,2016,22,1.8336
HHS07,HHS07,2016,22,0.380323
HHS08,HHS08,2016,22,0.42268
HHS09,HHS09,2016,22,1.53022
HHS10,HHS10,2016,22,0.326899
US,US,2016,22,1.14311
01,AL,2016,23,1.67711
02,AK,2016,23,0.660186
04,AZ,2016,23,1.19649
05,AR,2016,23,0.145913
06,CA,2016,23,1.35942
08,CO,2016,23,0.267724
09,CT,2016,23,0.60681
10,DE,2016,23,0.0453414
11,DC,2016,23,8.55827
12,FL,2016,23,0.33492
13,GA,2016,23,1.27456
15,HI,2016,23,1.69027
16,ID,2016,23,0.231018
17,IL,2016,23,1.47115
18,IN,2016,23,0.657133
19,IA,2016,23,0.0989047
20,KS,2016,23,0.179712
21,KY,2016,23,0.0762373
22,LA,2016,23,1.26225
23,ME,2016,23,0.665277
24,MD,2016,23,1.84556
25,MA,2016,23,0.574329
26,MI,2016,23,0.671925
27,MN,2016,23,0.657716
28,MS,2016,23,1.64519
29,MO,2016,23,0.35708
30,MT,2016,23,0
31,NE,2016,23,0.836036
32,NV,2016,23,0.449625
33,NH,2016,23,0.191872
34,NJ,2016,23,1.02715
35,NM,2016,23,1.5924
36,NY,2016,23,1.05908
37,NC,2016,23,1.20896
38,ND,2016,23,0.276931
39,OH,2016,23,0.504374
40,OK,2016,23,0.244721
41,OR,2016,23,0.325808
42,PA,2016,23,1.35869
44,RI,2016,23,0
45,SC,2016,23,0.268676
46,SD,2016,23,0.883592
47,TN,2016,23,1.44713
48,TX,2016,23,2.17339
49,UT,2016,23,1.401
50,VT,2016,23,0.703119
51,VA,2016,23,1.34396
53,WA,2016,23,0.317178
54,WV,2016,23,0.708151
55,WI,2016,23,1.13719
56,WY,2016,23,0.396315
HHS01,HHS01,2016,23,0.513599
HHS02,HHS02,2016,23,1.28449
HHS03,HHS03,2016,23,1.52566
HHS04,HHS04,2016,23,0.876556
HHS05,HHS05,2016,23,0.879901
HHS06,HHS06,2016,23,1.70611
HHS07,HHS07,2016,23,0.327267
HHS08,HHS08,2016,23,0.584619
HHS09,HHS09,2016,23,1.29495
HHS10,HHS10,2016,23,0.328082
US,US,2016,23,1.0802
01,AL,2016,24,1.27309
02,AK,2016,24,0.395053
04,AZ,2016,24,1.21488
05,AR,2016,24,0.0494645
06,CA,2016,24,1.30729
08,CO,2016,24,0.552345
09,CT,2016,24,0.86139
10,DE,2016,24,0
11,DC,2016,24,8.20965
12,FL,2016,24,0.279052
13,GA,2016,24,0.965826
15,HI,2016,24,1.1321
16,ID,2016,24,0.434401
17,IL,2016,24,0.933254
18,IN,2016,24,0.478728
19,IA,2016,24,0.15361
20,KS,2016,24,0.0664141
21,KY,2016,24,0
22,LA,2016,24,1.04256
23,ME,2016,24,0.633935
24,MD,2016,24,1.78426
25,MA,2016,24,0.708854
26,MI,2016,24,0.295667
27,MN,2016,24,0.43412
28,MS,2016,24,1.45947
29,MO,2016,24,0.481131
30,MT,2016,24,0.163494
31,NE,2016,24,0.307144
32,NV,2016,24,0.314454
33,NH,2016,24,0.186471
34,NJ,2016,24,0.989233
35,NM,2016,24,1.14317
36,NY,2016,24,0.879523
37,NC,2016,24,1.01946
38,ND,2016,24,0.413059
39,OH,2016,24,0.282097
40,OK,2016,24,0.182951
41,OR,2016,24,0.127533
42,PA,2016,24,1.08874
44,RI,2016,24,0.100415
45,SC,2016,24,0.221561
46,SD,2016,24,0.760614
47,TN,2016,24,1.30893
48,TX,2016,24,1.8663
49,UT,2016,24,1.21439
50,VT,2016,24,0.508463
51,VA,2016,24,1.22827
53,WA,2016,24,0.387877
54,WV,2016,24,0.304339
55,WI,2016,24,0.886229
56,WY,2016,24,0.184069
HHS01,HHS01,2016,24,0.639941
HHS02,HHS02,2016,24,1.23569
HHS03,HHS03,2016,24,1.3325
HHS04,HHS04,2016,24,0.717462
HHS05,HHS05,2016,24,0.552746
HHS06,HHS06,2016,24,1.44062
HHS07,HHS07,2016,24,0.298464
HHS08,HHS08,2016,24,0.674954
HHS09,HHS09,2016,24,1.2332
HHS10,HHS10,2016,24,0.316826
US,US,2016,24,0.939486
01,AL,2016,25,0.529101
02,AK,2016,25,0.774233
04,AZ,2016,25,1.25349
05,AR,2016,25,0.27192
06,CA,2016,25,1.23354
08,CO,2016,25,0.402754
09,CT,2016,25,0.622503
10,DE,2016,25,0.0535025
11,DC,2016,25,7.27372
12,FL,2016,25,0.682491
13,GA,2016,25,1.20608
15,HI,2016,25,0.846724
16,ID,2016,25,0.134289
17,IL,2016,25,1.00839
18,IN,2016,25,0.785541
19,IA,2016,25,0.208786
20,KS,2016,25,0
21,KY,2016,25,0.0611271
22,LA,2016,25,1.14609
23,ME,2016,25,0.598561
24,MD,2016,25,1.94464
25,MA,2016,25,0.654447
26,MI,2016,25,0.383129
27,MN,2016,25,0.578376
28,MS,2016,25,1.35096
29,MO,2016,25,0.343488
30,MT,2016,25,0.0133908
31,NE,2016,25,0.428656
32,NV,2016,25,0.392251
33,NH,2016,25,0.287707
34,NJ,2016,25,0.869753
35,NM,2016,25,1.17992
36,NY,2016,25,1.04519
37,NC,2016,25,1.30313
38,ND,2016,25,0.111555
39,OH,2016,25,0.414399
40,OK,2016,25,0.392263
41,OR,2016,25,0.295296
42,PA,2016,25,1.03423
44,RI,2016,25,0.113754
45,SC,2016,25,0.0734965
46,SD,2016,25,0.791753
47,TN,2016,25,1.0824
48,TX,2016,25,1.80768
49,UT,2016,25,1.17302
50,VT,2016,25,0.358947
51,VA,2016,25,1.42264
53,WA,2016,25,0.376453
54,WV,2016,25,0.609085
55,WI,2016,25,1.02912
56,WY,2016,25,0.236468
HHS01,HHS01,2016,25,0.556939
HHS02,HHS02,2016,25,1.23102
HHS03,HHS03,2016,25,1.39716
HHS04,HHS04,2016,25,0.834283
HHS05,HHS05,2016,25,0.686903
HHS06,HHS06,2016,25,1.4517
HHS07,HHS07,2016,25,0.228628
HHS08,HHS08,2016,25,0.566912
HHS09,HHS09,2016,25,1.17724
HHS10,HHS10,2016,25,0.344746
US,US,2016,25,0.972158
01,AL,2016,26,1.33022
02,AK,2016,26,0.618549
04,AZ,2016,26,0.7918
05,AR,2016,26,0.350231
06,CA,2016,26,1.13895
08,CO,2016,26,0.319456
09,CT,2016,26,0.211112
10,DE,2016,26,0.0220097
11,DC,2016,26,6.76791
12,FL,2016,26,0.654814
13,GA,2016,26,0.796863
15,HI,2016,26,0.955947
16,ID,2016,26,0.529129
17,IL,2016,26,1.05231
18,IN,2016,26,0.516043
19,IA,2016,26,0
20,KS,2016,26,0.0664184
21,KY,2016,26,0.00456374
22,LA,2016,26,1.37465
23,ME,2016,26,0.555174
24,MD,2016,26,1.8083
25,MA,2016,26,0.597733
26,MI,2016,26,0.291015
27,MN,2016,26,0.647038
28,MS,2016,26,1.45885
29,MO,2016,26,0.251142
30,MT,2016,26,0.0241822
31,NE,2016,26,0.234857
32,NV,2016,26,0.289308
33,NH,2016,26,0.0751331
34,NJ,2016,26,0.83935
35,NM,2016,26,0.958774
36,NY,2016,26,0.988636
37,NC,2016,26,0.757969
38,ND,2016,26,0.248613
39,OH,2016,26,0.356977
40,OK,2016,26,0.170675
41,OR,2016,26,0.0481305
42,PA,2016,26,1.11583
44,RI,2016,26,0.0365199
45,SC,2016,26,0.058088
46,SD,2016,26,0.513334
47,TN,2016,26,0.94576
48,TX,2016,26,1.71669
49,UT,2016,26,0.886633
50,VT,2016,26,0.609427
51,VA,2016,26,1.17413
53,WA,2016,26,0.24785
54,WV,2016,26,0.298784
55,WI,2016,26,0.450187
56,WY,2016,26,0.0994245
HHS01,HHS01,2016,26,0.412089
HHS02,HHS02,2016,26,1.17461
HHS03,HHS03,2016,26,1.3062
HHS04,HHS04,2016,26,0.722369
HHS05,HHS05,2016,26,0.576754
HHS06,HHS06,2016,26,1.39057
HHS07,HHS07,2016,26,0.147568
HHS08,HHS08,2016,26,0.436979
HHS09,HHS09,2016,26,1.03835
HHS10,HHS10,2016,26,0.243367
US,US,2016,26,0.871104
01,AL,2016,27,1.10018
02,AK,2016,27,0.402832
04,AZ,2016,27,0.9451
05,AR,2016,27,0.230305
06,CA,2016,27,1.08828
08,CO,2016,27,0.418548
09,CT,2016,27,0.23408
10,DE,2016,27,0
11,DC,2016,27,6.03093
12,FL,2016,27,0.647936
13,GA,2016,27,0.763509
15,HI,2016,27,1.1436
16,ID,2016,27,0.254678
17,IL,2016,27,1.14393
18,IN,2016,27,0.473621
19,IA,2016,27,0
20,KS,2016,27,0.276819
21,KY,2016,27,0.0376737
22,LA,2016,27,1.28063
23,ME,2016,27,0.556429
24,MD,2016,27,1.42219
25,MA,2016,27,0.49411
26,MI,2016,27,0.363167
27,MN,2016,27,0.69211
28,MS,2016,27,1.38069
29,MO,2016,27,0.155051
30,MT,2016,27,0.176358
31,NE,2016,27,0.779035
32,NV,2016,27,0.236933
33,NH,2016,27,0.103416
34,NJ,2016,27,0.721831
35,NM,2016,27,0.997459
36,NY,2016,27,0.863276
37,NC,2016,27,0.864835
38,ND,2016,27,0.479324
39,OH,2016,27,0.506298
40,OK,2016,27,0
41,OR,2016,27,0.101758
42,PA,2016,27,1.01944
44,RI,2016,27,0
45,SC,2016,27,0.330909
46,SD,2016,27,0.611081
47,TN,2016,27,0.78211
48,TX,2016,27,1.507
49,UT,2016,27,0.859362
50,VT,2016,27,0.44622
51,VA,2016,27,1.388
53,WA,2016,27,0.176736
54,WV,2016,27,0.458844
55,WI,2016,27,0.42176399999999997
56,WY,2016,27,0.209715
HHS01,HHS01,2016,27,0.359471
HHS02,HHS02,2016,27,1.10017
HHS03,HHS03,2016,27,1.23685
HHS04,HHS04,2016,27,0.716584
HHS05,HHS05,2016,27,0.642444
HHS06,HHS06,2016,27,1.19163
HHS07,HHS07,2016,27,0.202254
HHS08,HHS08,2016,27,0.51739
HHS09,HHS09,2016,27,1.02196
HHS10,HHS10,2016,27,0.176458
US,US,2016,27,0.837999
01,AL,2016,28,0.978605
02,AK,2016,28,0.27728
04,AZ,2016,28,0.874276
05,AR,2016,28,0.352211
06,CA,2016,28,1.10686
08,CO,2016,28,0.404775
09,CT,2016,28,0.249147
10,DE,2016,28,0
11,DC,2016,28,4.99027
12,FL,2016,28,0.489288
13,GA,2016,28,0.91597
15,HI,2016,28,1.39182
16,ID,2016,28,0.40594
17,IL,2016,28,0.917481
18,IN,2016,28,0.860142
19,IA,2016,28,0
20,KS,2016,28,0.11496
21,KY,2016,28,0.03243
22,LA,2016,28,1.04244
23,ME,2016,28,0.459863
24,MD,2016,28,1.98223
25,MA,2016,28,0.56669
26,MI,2016,28,0.407771
27,MN,2016,28,0.467963
28,MS,2016,28,1.26746
29,MO,2016,28,0.268595
30,MT,2016,28,0.153464
31,NE,2016,28,0.419489
32,NV,2016,28,0.309262
33,NH,2016,28,0.0952792
34,NJ,2016,28,0.710303
35,NM,2016,28,1.16735
36,NY,2016,28,0.781372
37,NC,2016,28,0.963306
38,ND,2016,28,0.223141
39,OH,2016,28,0.42589
40,OK,2016,28,0.386042
41,OR,2016,28,0.0162093
42,PA,2016,28,0.92047
44,RI,2016,28,0
45,SC,2016,28,0.30777
46,SD,2016,28,0.75187
47,TN,2016,28,0.85757
48,TX,2016,28,1.26871
49,UT,2016,28,0.80751
50,VT,2016,28,0.492208
51,VA,2016,28,1.08261
53,WA,2016,28,0.208211
54,WV,2016,28,0.35174
55,WI,2016,28,0.127997
56,WY,2016,28,0.107308
HHS01,HHS01,2016,28,0.387705
HHS02,HHS02,2016,28,1.02879
HHS03,HHS03,2016,28,1.19552
HHS04,HHS04,2016,28,0.697603
HHS05,HHS05,2016,28,0.570182
HHS06,HHS06,2016,28,1.08603
HHS07,HHS07,2016,28,0.185945
HHS08,HHS08,2016,28,0.484435
HHS09,HHS09,2016,28,1.03806
HHS10,HHS10,2016,28,0.179245
US,US,2016,28,0.799364
01,AL,2016,29,1.26679
02,AK,2016,29,0.373528
04,AZ,2016,29,0.737143
05,AR,2016,29,0.123978
06,CA,2016,29,1.14666
08,CO,2016,29,0.259031
09,CT,2016,29,0.260025
10,DE,2016,29,0.14829
11,DC,2016,29,3.95414
12,FL,2016,29,0.499149
13,GA,2016,29,0.896239
15,HI,2016,29,0.551409
16,ID,2016,29,0.115897
17,IL,2016,29,0.799154
18,IN,2016,29,0.540509
19,IA,2016,29,0.0234492
20,KS,2016,29,0.112544
21,KY,2016,29,0
22,LA,2016,29,1.14805
23,ME,2016,29,0.400432
24,MD,2016,29,1.38898
25,MA,2016,29,0.576141
26,MI,2016,29,0.285139
27,MN,2016,29,0.465589
28,MS,2016,29,1.11151
29,MO,2016,29,0.226517
30,MT,2016,29,0
31,NE,2016,29,0.452582
32,NV,2016,29,0.200885
33,NH,2016,29,0.167908
34,NJ,2016,29,0.658862
35,NM,2016,29,0.960142
36,NY,2016,29,0.791301
37,NC,2016,29,0.702793
38,ND,2016,29,0.163202
39,OH,2016,29,0.326769
40,OK,2016,29,0.159777
41,OR,2016,29,0.0967482
42,PA,2016,29,0.827106
44,RI,2016,29,0.0556016
45,SC,2016,29,0.0808575
46,SD,2016,29,0.570491
47,TN,2016,29,0.56267
48,TX,2016,29,1.49119
49,UT,2016,29,0.529668
50,VT,2016,29,0.728267
51,VA,2016,29,0.921193
53,WA,2016,29,0.179498
54,WV,2016,29,0.350186
55,WI,2016,29,0.214007
56,WY,2016,29,0.231379
HHS01,HHS01,2016,29,0.41496
HHS02,HHS02,2016,29,1.0197
HHS03,HHS03,2016,29,0.980511
HHS04,HHS04,2016,29,0.616731
HHS05,HHS05,2016,29,0.464525
HHS06,HHS06,2016,29,1.19709
HHS07,HHS07,2016,29,0.18807
HHS08,HHS08,2016,29,0.31618
HHS09,HHS09,2016,29,1.0204
HHS10,HHS10,2016,29,0.157895
US,US,2016,29,0.751749
01,AL,2016,30,1.67834
02,AK,2016,30,0.462717
04,AZ,2016,30,0.736552
05,AR,2016,30,0.199155
06,CA,2016,30,1.0957
08,CO,2016,30,0.287905
09,CT,2016,30,0.241344
10,DE,2016,30,0.0767264
11,DC,2016,30,4.1267
12,FL,2016,30,0.635088
13,GA,2016,30,0.88256
15,HI,2016,30,0.851021
16,ID,2016,30,0.349839
17,IL,2016,30,0.822964
18,IN,2016,30,0.661989
19,IA,2016,30,0
20,KS,2016,30,0
21,KY,2016,30,0
22,LA,2016,30,1.10787
23,ME,2016,30,0.560216
24,MD,2016,30,1.68802
25,MA,2016,30,0.467032
26,MI,2016,30,0.332895
27,MN,2016,30,0.656664
28,MS,2016,30,1.24487
29,MO,2016,30,0.219778
30,MT,2016,30,0.0597146
31,NE,2016,30,0.385112
32,NV,2016,30,0.319586
33,NH,2016,30,0.111496
34,NJ,2016,30,0.586025
35,NM,2016,30,1.18261
36,NY,2016,30,0.92825
37,NC,2016,30,0.69454
38,ND,2016,30,0.208405
39,OH,2016,30,0.37237
40,OK,2016,30,0.308156
41,OR,2016,30,0.102178
42,PA,2016,30,0.914424
44,RI,2016,30,0
45,SC,2016,30,0.156973
46,SD,2016,30,0.56954
47,TN,2016,30,0.606411
48,TX,2016,30,1.37304
49,UT,2016,30,0.727647
50,VT,2016,30,0.8252
51,VA,2016,30,0.900121
53,WA,2016,30,0.148052
54,WV,2016,30,0.358983
55,WI,2016,30,0.192045
56,WY,2016,30,0.130341
HHS01,HHS01,2016,30,0.368453
HHS02,HHS02,2016,30,1.13319
HHS03,HHS03,2016,30,1.07193
HHS04,HHS04,2016,30,0.707271
HHS05,HHS05,2016,30,0.522504
HHS06,HHS06,2016,30,1.14505
HHS07,HHS07,2016,30,0.13358
HHS08,HHS08,2016,30,0.387913
HHS09,HHS09,2016,30,0.99592
HHS10,HHS10,2016,30,0.176367
US,US,2016,30,0.789537
01,AL,2016,31,1.09139
02,AK,2016,31,0.481489
04,AZ,2016,31,0.711331
05,AR,2016,31,0.212547
06,CA,2016,31,1.0083
08,CO,2016,31,0.263009
09,CT,2016,31,0.173093
10,DE,2016,31,0
11,DC,2016,31,4.34271
12,FL,2016,31,0.528045
13,GA,2016,31,0.694039
15,HI,2016,31,0.718109
16,ID,2016,31,0.462887
17,IL,2016,31,0.868966
18,IN,2016,31,0.626372
19,IA,2016,31,0.081474
20,KS,2016,31,0
21,KY,2016,31,0
22,LA,2016,31,1.28192
23,ME,2016,31,0.59367
24,MD,2016,31,1.32848
25,MA,2016,31,0.483406
26,MI,2016,31,0.235871
27,MN,2016,31,0.665498
28,MS,2016,31,1.38154
29,MO,2016,31,0.216329
30,MT,2016,31,0.0426922
31,NE,2016,31,0.299902
32,NV,2016,31,0.304429
33,NH,2016,31,0.187287
34,NJ,2016,31,0.460295
35,NM,2016,31,0.937814
36,NY,2016,31,0.880936
37,NC,2016,31,0.754079
38,ND,2016,31,0.167957
39,OH,2016,31,0.458008
40,OK,2016,31,0.179655
41,OR,2016,31,0.0449757
42,PA,2016,31,0.922192
44,RI,2016,31,0
45,SC,2016,31,0.123082
46,SD,2016,31,0.653437
47,TN,2016,31,0.850797
48,TX,2016,31,1.77119
49,UT,2016,31,0.846006
50,VT,2016,31,0.524652
51,VA,2016,31,0.975179
53,WA,2016,31,0.249994
54,WV,2016,31,0.293668
55,WI,2016,31,0.458765
56,WY,2016,31,0.150822
HHS01,HHS01,2016,31,0.356075
HHS02,HHS02,2016,31,1.09572
HHS03,HHS03,2016,31,1.02279
HHS04,HHS04,2016,31,0.635753
HHS05,HHS05,2016,31,0.560301
HHS06,HHS06,2016,31,1.40587
HHS07,HHS07,2016,31,0.126544
HHS08,HHS08,2016,31,0.409756
HHS09,HHS09,2016,31,0.919742
HHS10,HHS10,2016,31,0.22795
US,US,2016,31,0.79509
01,AL,2016,32,0.886507
02,AK,2016,32,0.294697
04,AZ,2016,32,0.852483
05,AR,2016,32,0.336234
06,CA,2016,32,0.895119
08,CO,2016,32,0.28508
09,CT,2016,32,0.270712
10,DE,2016,32,0
11,DC,2016,32,4.76749
12,FL,2016,32,0.468537
13,GA,2016,32,0.847038
15,HI,2016,32,0.260697
16,ID,2016,32,0.543898
17,IL,2016,32,0.81935500000000006
18,IN,2016,32,0.484033
19,IA,2016,32,0
20,KS,2016,32,0.143161
21,KY,2016,32,0.0388596
22,LA,2016,32,1.19077
23,ME,2016,32,0.510946
24,MD,2016,32,1.53699
25,MA,2016,32,0.375621
26,MI,2016,32,0.292664
27,MN,2016,32,0.55483
28,MS,2016,32,1.28791
29,MO,2016,32,0.140389
30,MT,2016,32,0.0982286
31,NE,2016,32,0.392403
32,NV,2016,32,0.432774
33,NH,2016,32,0.246953
34,NJ,2016,32,0.391131
35,NM,2016,32,0.982388
36,NY,2016,32,0.862488
37,NC,2016,32,0.832979
38,ND,2016,32,0
39,OH,2016,32,0.368227
40,OK,2016,32,0.252156
41,OR,2016,32,0.0580604
42,PA,2016,32,0.812393
44,RI,2016,32,0
45,SC,2016,32,0
46,SD,2016,32,0.506881
47,TN,2016,32,0.647813
48,TX,2016,32,1.2968
49,UT,2016,32,0.726587
50,VT,2016,32,0.75737
51,VA,2016,32,0.842408
53,WA,2016,32,0.0515231
54,WV,2016,32,0.371581
55,WI,2016,32,0.28124
56,WY,2016,32,0
HHS01,HHS01,2016,32,0.334665
HHS02,HHS02,2016,32,1.01393
HHS03,HHS03,2016,32,0.994263
HHS04,HHS04,2016,32,0.608972
HHS05,HHS05,2016,32,0.489756
HHS06,HHS06,2016,32,1.09823
HHS07,HHS07,2016,32,0.139226
HHS08,HHS08,2016,32,0.357951
HHS09,HHS09,2016,32,0.844905
HHS10,HHS10,2016,32,0.126871
US,US,2016,32,0.710862
